id,name,parent_area_id,description,boundary_id,valid_from,valid_until,area_type_id,created_on,created_by_user_id,updated_on,updated_by_user_id,boundary_status_id,retired,label,area_short_name,area_hq_id,area_code,establishment_date_approximated,mof_code,created_at,updated_at,deleted_at,ares_code
"10621","Kamunyonge","9857",,,,,"4","2024-10-25 07:08:36.714+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:36","2024-10-25 04:08:36",,"08000994"
"10622","Kigera","9857",,,,,"4","2024-10-25 07:08:36.73+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:36","2024-10-25 04:08:36",,"08001196"
"10623","Kitaji","9857",,,,,"4","2024-10-25 07:08:36.747+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:36","2024-10-25 04:08:36",,"08001435"
"10624","Kwangwa","9857",,,,,"4","2024-10-25 07:08:36.758+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:36","2024-10-25 04:08:36",,"08001553"
"10625","Makoko","9857",,,,,"4","2024-10-25 07:08:36.772+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:36","2024-10-25 04:08:36",,"08001934"
"10626","Mukendo","9857",,,,,"4","2024-10-25 07:08:36.784+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:36","2024-10-25 04:08:36",,"08002733"
"10627","Mshikamano","9857",,,,,"4","2024-10-25 07:08:36.795+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:36","2024-10-25 04:08:36",,"08002626"
"10628","Mwigobero","9857",,,,,"4","2024-10-25 07:08:36.807+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:36","2024-10-25 04:08:36",,"08002904"
"10629","Mwisenge","9857",,,,,"4","2024-10-25 07:08:36.819+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:36","2024-10-25 04:08:36",,"08002911"
"10630","Nyakato","9857",,,,,"4","2024-10-25 07:08:36.83+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:36","2024-10-25 04:08:36",,"08003245"
"10631","Nyamatare","9857",,,,,"4","2024-10-25 07:08:36.844+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:36","2024-10-25 04:08:36",,"08003268"
"10632","Nyasho","9857",,,,,"4","2024-10-25 07:08:36.855+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:36","2024-10-25 04:08:36",,"08003337"
"10633","Rwamlimi","9857",,,,,"4","2024-10-25 07:08:36.867+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:36","2024-10-25 04:08:36",,"08003516"
"10634","Baraki","9858",,,,,"4","2024-10-25 07:08:36.879+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:36","2024-10-25 04:08:36",,"08000038"
"10635","Bukura","9858",,,,,"4","2024-10-25 07:08:36.89+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:36","2024-10-25 04:08:36",,"08000164"
"10636","Bukwe","9858",,,,,"4","2024-10-25 07:08:36.902+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:36","2024-10-25 04:08:36",,"08000165"
"10637","Goribe","9858",,,,,"4","2024-10-25 07:08:36.914+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:36","2024-10-25 04:08:36",,"08000501"
"10638","Ikoma","9858",,,,,"4","2024-10-25 07:08:36.926+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:36","2024-10-25 04:08:36",,"08000674"
"10639","Kigunga","9858",,,,,"4","2024-10-25 07:08:36.938+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:36","2024-10-25 04:08:36",,"08001208"
"10640","Kinyenche","9858",,,,,"4","2024-10-25 07:08:36.949+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:36","2024-10-25 04:08:36",,"08001338"
"10641","Kirogo","9858",,,,,"4","2024-10-25 07:08:36.961+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:36","2024-10-25 04:08:36",,"08001372"
"10642","Kisumwa","9858",,,,,"4","2024-10-25 07:08:36.973+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:36","2024-10-25 04:08:36",,"08001429"
"10643","Kitembe","9858",,,,,"4","2024-10-25 07:08:36.984+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08001449"
"10644","Komuge","9858",,,,,"4","2024-10-25 07:08:36.996+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08001508"
"10645","Koryo","9858",,,,,"4","2024-10-25 07:08:37.007+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08001520"
"10646","Kyangasaga","9858",,,,,"4","2024-10-25 07:08:37.018+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08001577"
"10647","Kyang'ombe","9858",,,,,"4","2024-10-25 07:08:37.03+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08001576"
"10648","Mirare","9858",,,,,"4","2024-10-25 07:08:37.041+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08002352"
"10649","Mkoma","9858",,,,,"4","2024-10-25 07:08:37.053+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"8002424"
"10650","Nyaburongo","9858",,,,,"4","2024-10-25 07:08:37.065+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08003221"
"10651","Nyahongo","9858",,,,,"4","2024-10-25 07:08:37.077+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08003226"
"10652","Nyamagaro","9858",,,,,"4","2024-10-25 07:08:37.088+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08003257"
"10653","Nyamtinga","9858",,,,,"4","2024-10-25 07:08:37.1+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08003293"
"10654","Nyamunga","9858",,,,,"4","2024-10-25 07:08:37.111+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08003297"
"10655","Nyathorogo","9858",,,,,"4","2024-10-25 07:08:37.123+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08003340"
"10656","Rabour","9858",,,,,"4","2024-10-25 07:08:37.134+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08003441"
"10657","Raranya","9858",,,,,"4","2024-10-25 07:08:37.147+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"8003447"
"10658","Roche","9858",,,,,"4","2024-10-25 07:08:37.159+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08003457"
"10659","Tai","9858",,,,,"4","2024-10-25 07:08:37.171+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08003704"
"10660","Busawe","9859",,,,,"4","2024-10-25 07:08:37.183+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08000214"
"10661","Geitasamo","9859",,,,,"4","2024-10-25 07:08:37.194+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"8000478"
"10662","Ikoma","9859",,,,,"4","2024-10-25 07:08:37.206+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08000673"
"10663","Issenye","9859",,,,,"4","2024-10-25 07:08:37.217+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08000802"
"10664","Kebanchabancha","9859",,,,,"4","2024-10-25 07:08:37.229+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08001110"
"10665","Kenyamonta","9859",,,,,"4","2024-10-25 07:08:37.24+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08001117"
"10666","Kisaka","9859",,,,,"4","2024-10-25 07:08:37.252+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08001389"
"10667","Kisangura","9859",,,,,"4","2024-10-25 07:08:37.263+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"8001397"
"10668","Kyambahi","9859",,,,,"4","2024-10-25 07:08:37.275+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08001574"
"10669","Machochwe","9859",,,,,"4","2024-10-25 07:08:37.286+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08001806"
"10670","Magange","9859",,,,,"4","2024-10-25 07:08:37.298+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08001832"
"10671","Majimoto","9859",,,,,"4","2024-10-25 07:08:37.31+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08001907"
"10672","Manchira","9859",,,,,"4","2024-10-25 07:08:37.321+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08002002"
"10673","Matare","9859",,,,,"4","2024-10-25 07:08:37.332+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"8002110"
"10674","Mbalibali","9859",,,,,"4","2024-10-25 07:08:37.344+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08002165"
"10675","Morotonga","9859",,,,,"4","2024-10-25 07:08:37.355+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"8002551"
"10676","Mosongo","9859",,,,,"4","2024-10-25 07:08:37.367+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08002553"
"10677","Mugumu","9859",,,,,"4","2024-10-25 07:08:37.378+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"8002721"
"10678","Nagusi","9859",,,,,"4","2024-10-25 07:08:37.39+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08002933"
"10679","Natta","9859",,,,,"4","2024-10-25 07:08:37.401+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08003026"
"10680","Nyamatare","9859",,,,,"4","2024-10-25 07:08:37.413+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08003267"
"10681","Nyambureti","9859",,,,,"4","2024-10-25 07:08:37.425+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08003275"
"10682","Nyamoko","9859",,,,,"4","2024-10-25 07:08:37.437+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08003289"
"10683","Nyansurura","9859",,,,,"4","2024-10-25 07:08:37.449+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08003318"
"10684","Rigicha","9859",,,,,"4","2024-10-25 07:08:37.462+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08003454"
"10685","Ring'wani","9859",,,,,"4","2024-10-25 07:08:37.475+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08003455"
"10686","Rung'abure","9859",,,,,"4","2024-10-25 07:08:37.487+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08003491"
"10687","Sedeco","9859",,,,,"4","2024-10-25 07:08:37.499+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08003564"
"10688","Stendi kuu","9859",,,,,"4","2024-10-25 07:08:37.511+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"8003676"
"10689","Uwanja wa Ndege","9859",,,,,"4","2024-10-25 07:08:37.523+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"8003882"
"10690","Binagi","9860",,,,,"4","2024-10-25 07:08:37.535+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08000061"
"10691","Bumera","9860",,,,,"4","2024-10-25 07:08:37.547+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08000183"
"10692","Ganyange","9860",,,,,"4","2024-10-25 07:08:37.559+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08000471"
"10693","Gorong'a","9860",,,,,"4","2024-10-25 07:08:37.572+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08000502"
"10694","Gwitiryo","9860",,,,,"4","2024-10-25 07:08:37.584+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08000520"
"10695","Itiryo","9860",,,,,"4","2024-10-25 07:08:37.597+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08000836"
"10696","Kemambo","9860",,,,,"4","2024-10-25 07:08:37.611+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08001114"
"10697","Kibasuka","9860",,,,,"4","2024-10-25 07:08:37.624+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08001140"
"10698","Kiore","9860",,,,,"4","2024-10-25 07:08:37.636+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08001345"
"10699","Komaswa","9860",,,,,"4","2024-10-25 07:08:37.648+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08001505"
"10700","Kwihancha","9860",,,,,"4","2024-10-25 07:08:37.66+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08001571"
"10701","Manga","9860",,,,,"4","2024-10-25 07:08:37.673+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08002021"
"10702","Matongo","9860",,,,,"4","2024-10-25 07:08:37.684+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08002128"
"10703","Mbogi","9860",,,,,"4","2024-10-25 07:08:37.696+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08002196"
"10704","Muriba","9860",,,,,"4","2024-10-25 07:08:37.708+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08002750"
"10705","Mwema","9860",,,,,"4","2024-10-25 07:08:37.72+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08002892"
"10706","Nyakonga","9860",,,,,"4","2024-10-25 07:08:37.731+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08003251"
"10707","Nyamwaga","9860",,,,,"4","2024-10-25 07:08:37.743+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08003299"
"10708","Nyanungu","9860",,,,,"4","2024-10-25 07:08:37.755+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08003320"
"10709","Nyarero","9860",,,,,"4","2024-10-25 07:08:37.766+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08003324"
"10710","Nyarokoba","9860",,,,,"4","2024-10-25 07:08:37.777+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08003325"
"10711","Nyansincha","9860",,,,,"4","2024-10-25 07:08:37.789+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08003317"
"10712","Pemba","9860",,,,,"4","2024-10-25 07:08:37.8+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08003420"
"10713","Regicheri","9860",,,,,"4","2024-10-25 07:08:37.811+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08003450"
"10714","Sirari","9860",,,,,"4","2024-10-25 07:08:37.823+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08003638"
"10715","Susuni","9860",,,,,"4","2024-10-25 07:08:37.834+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08003698"
"10716","Bomani","9861",,,,,"4","2024-10-25 07:08:37.846+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08000084"
"10717","Kenyamanyori","9861",,,,,"4","2024-10-25 07:08:37.857+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08001116"
"10718","Ketare","9861",,,,,"4","2024-10-25 07:08:37.869+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08001123"
"10719","Nkende","9861",,,,,"4","2024-10-25 07:08:37.881+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08003158"
"10720","Nyamisangura","9861",,,,,"4","2024-10-25 07:08:37.892+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08003286"
"10721","Nyandoto","9861",,,,,"4","2024-10-25 07:08:37.904+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08003304"
"10722","Sabasaba","9861",,,,,"4","2024-10-25 07:08:37.915+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08003519"
"10723","Turwa","9861",,,,,"4","2024-10-25 07:08:37.927+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08003772"
"10724","Isange","9862",,,,,"4","2024-10-25 07:08:37.939+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08000780"
"10725","Itete","9862",,,,,"4","2024-10-25 07:08:37.951+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08000824"
"10726","Kabula","9862",,,,,"4","2024-10-25 07:08:37.963+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08000909"
"10727","Kambasegela","9862",,,,,"4","2024-10-25 07:08:37.976+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:37","2024-10-25 04:08:37",,"08000984"
"10728","Kandete","9862",,,,,"4","2024-10-25 07:08:37.988+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"08001002"
"10729","Kisegese","9862",,,,,"4","2024-10-25 07:08:38+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"08001402"
"10730","Lufilyo","9862",,,,,"4","2024-10-25 07:08:38.012+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"08001690"
"10731","Lupata","9862",,,,,"4","2024-10-25 07:08:38.024+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"08001737"
"10732","Luteba","9862",,,,,"4","2024-10-25 07:08:38.036+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"08001755"
"10733","Lwangwa","9862",,,,,"4","2024-10-25 07:08:38.048+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"08001762"
"10734","Mpata","9862",,,,,"4","2024-10-25 07:08:38.06+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"08002569"
"10735","Mpombo","9862",,,,,"4","2024-10-25 07:08:38.071+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"08002583"
"10736","Ntaba","9862",,,,,"4","2024-10-25 07:08:38.084+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"08003204"
"10737","Bwawani","9863",,,,,"4","2024-10-25 07:08:38.097+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"8000254"
"10738","Chalangwa","9863",,,,,"4","2024-10-25 07:08:38.109+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"08000278"
"10739","Chokaa","9863",,,,,"4","2024-10-25 07:08:38.12+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"08000370"
"10740","Ifumbo","9863",,,,,"4","2024-10-25 07:08:38.133+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"08000594"
"10741","Itewe","9863",,,,,"4","2024-10-25 07:08:38.145+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"08000828"
"10742","Kambikatoto","9863",,,,,"4","2024-10-25 07:08:38.157+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"08000985"
"10743","Kasanga","9863",,,,,"4","2024-10-25 07:08:38.169+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"08001036"
"10744","Lualaje","9863",,,,,"4","2024-10-25 07:08:38.181+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"08001670"
"10745","Lupa","9863",,,,,"4","2024-10-25 07:08:38.193+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"08001733"
"10746","Mafyeko","9863",,,,,"4","2024-10-25 07:08:38.205+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"08001824"
"10747","Makongolosi","9863",,,,,"4","2024-10-25 07:08:38.217+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"8001942"
"10748","Mamba","9863",,,,,"4","2024-10-25 07:08:38.228+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"08001991"
"10749","Matundasi","9863",,,,,"4","2024-10-25 07:08:38.24+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"8002136"
"10750","Matwiga","9863",,,,,"4","2024-10-25 07:08:38.251+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"08002138"
"10751","Mbugani","9863",,,,,"4","2024-10-25 07:08:38.262+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"08002209"
"10752","Mkola","9863",,,,,"4","2024-10-25 07:08:38.273+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"8002421"
"10753","Mtanila","9863",,,,,"4","2024-10-25 07:08:38.285+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"08002661"
"10754","Nkung'ungu","9863",,,,,"4","2024-10-25 07:08:38.297+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"08003180"
"10755","Sangambi","9863",,,,,"4","2024-10-25 07:08:38.309+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"08003542"
"10756","Upendo","9863",,,,,"4","2024-10-25 07:08:38.321+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"08003838"
"10757","Bondeni","9864",,,,,"4","2024-10-25 07:08:38.333+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"8000089"
"10758","Bujonde","9864",,,,,"4","2024-10-25 07:08:38.345+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"08000137"
"10759","Busale","9864",,,,,"4","2024-10-25 07:08:38.356+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"08000208"
"10760","Ibanda","9864",,,,,"4","2024-10-25 07:08:38.369+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"8000557"
"10761","Ikama","9864",,,,,"4","2024-10-25 07:08:38.381+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"08000662"
"10762","Ikimba","9864",,,,,"4","2024-10-25 07:08:38.393+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"8000665"
"10763","Ikolo","9864",,,,,"4","2024-10-25 07:08:38.405+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"08000672"
"10764","Ipande","9864",,,,,"4","2024-10-25 07:08:38.417+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"08000743"
"10765","Ipinda","9864",,,,,"4","2024-10-25 07:08:38.43+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"08000750"
"10766","Ipyana","9864",,,,,"4","2024-10-25 07:08:38.441+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"8000758"
"10767","Itope","9864",,,,,"4","2024-10-25 07:08:38.453+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"8000841"
"10768","Itunge","9864",,,,,"4","2024-10-25 07:08:38.465+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"8000851"
"10769","Kajunjumele","9864",,,,,"4","2024-10-25 07:08:38.477+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"08000943"
"10770","Katumbasongwe","9864",,,,,"4","2024-10-25 07:08:38.489+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"08001094"
"10771","Kyela","9864",,,,,"4","2024-10-25 07:08:38.503+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"8001580"
"10772","Lusungo","9864",,,,,"4","2024-10-25 07:08:38.516+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"08001752"
"10773","Mababu","9864",,,,,"4","2024-10-25 07:08:38.528+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"08001779"
"10774","Makwale","9864",,,,,"4","2024-10-25 07:08:38.542+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"08001963"
"10775","Matema","9864",,,,,"4","2024-10-25 07:08:38.553+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"08002115"
"10776","Mbugani","9864",,,,,"4","2024-10-25 07:08:38.566+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"8002210"
"10777","Muungano","9864",,,,,"4","2024-10-25 07:08:38.577+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"08002773"
"10778","Mwanganyanga","9864",,,,,"4","2024-10-25 07:08:38.592+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"8002852"
"10779","Mwaya","9864",,,,,"4","2024-10-25 07:08:38.604+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"08002887"
"10780","Ndandalo","9864",,,,,"4","2024-10-25 07:08:38.615+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"8003037"
"10781","Ndobo","9864",,,,,"4","2024-10-25 07:08:38.627+03",,,,,"f",,,,,"f",,"2024-10-25 04:08:38","2024-10-25 04:08:38",,"08003046"
